headline,reviewBody,Author Name,Published Year,Published Month,Published Day,Review,SA Negative,SA Positive,Review Case
Took away my landline and now say they cannot communicate with me,"I transferred to BT from Plusnet when Plusnet discontinued Plusnet TV. That was at the end of August and since then it has been an absolute nightmare. I was totally mis-sold a package, which when I checked contained none of the things that I had requested. One of the worst was that BT discontinued my land line with neither my knowledge nor my permission. Since then it has been one endless stream of calls and emails as BT has consistently tried to block and stonewall me. Unfortunately, in the midst of this my mobile phone has developed an intermittent fault so that sometimes my voice is not heard. As a result BT has unilaterally closed my complaint.This has left me in a vulnerable position. I am 74 years old and live alone. Although, I am in good health (or think I am) at 74 things can go wrong, so having a working land line is essential to me in case of emergency, especially if my mobile decides to play up at that time. Also, the sheer effrontery of terminating my landline with, I repeat, neither my knowledge nor my permission galls. Plus the cynical way in which BT has treated me over this issue.BT, do not suggest that I contact you using, Twitter, Facebook, etc., as I do not use these.",ViperBugloss,2021,10,15,1,0.108,0.023,Negative
Customer service,"Customer service, they don't know what it means!4 weeks trying to get a new broadband connection, cancelled appointment and hours on the phone total shambles.",Stephen Hall,2021,10,15,1,0.091,0,Negative
I tried to get the halo benefit for…,I tried to get the halo benefit for unlimited data but had problems but thx to Jordan it’s all sorted:),Daniel Hankin,2021,10,15,5,0.143,0.212,Positive
I'm 60 years old,"I'm 60 years old, why oh why did i not check the BT reviews before i joined them ...... TO ANYONE THINKING ABOUT JOINING BT PLEASE PLEASE DONT.... THEY ARE 'AWFUL' ........ i'vegot an 18 month contract and im deffo leaving after that",Rick Burlingham,2021,10,14,1,0,0.135,Positive
"BT are a terrible company, worst company.","BT are a terrible company. They are supposed to be a communications company yet are completely unable to communicate with other departments. I have a new business which cannot open because after a month of phone calls we still don't have a phoneline or broardband which means we can't get our sign made, leaflets printed, business cards made and the list goes on. If there was a section to rate BT on buck passing I'd give them a 5!",Pam,2021,10,14,1,0.046,0,Negative
Absolutely appalling service so far,"Absolutely appalling service so far. Been waiting for over a week to hear why the internet service cannot be set up. Move into a new house recently and was told it would be a plug in and go service. Since then it has been constant delays with BT blaming, open reach. Today after the 5th call we've made to them they have said next Monday we will now get an update. That will be 2 weeks since we should have had internet. Very very poor",Will,2021,10,14,1,0.11,0.013,Negative
Twitter response,Great to be able to get an immediate response. I found a helpful person on the other end of my tweets and got a result by the end of the day. Fault fixed !!,Mr R Bird,2021,10,14,5,0.071,0.196,Positive
sent out engineer to me without new hub…,sent out engineer to me without new hub that BT had promised me....no body knows what is going on.,john,2021,10,14,1,0,0.122,Positive
4 months trying to sort my signal and…,4 months trying to sort my signal and passed me to EE and EE as bad as them . They have xhatged me for over a period of 6 months and not bern able to have a conversation on my phone . Very very dissatisfied with both companies. Customs are as bad they don't obviously try to solve anything.,lololimlonely ripx,2021,10,14,1,0.167,0.03,Negative
Con Artists,"The closest description of BT: Con Artists. I took out a contract with them for broadband. Firstly, the hub was delivered to the wrong address.Second, it took two weeks for an engineer to come out, and out of three visits only actually bothered to come to the house on the last one.After that, a few weeks of uninterrupted service until BT contact me and say that another person is taking over my service and that I'd been disconnected: WHAT? Totally wasted hours on the phone (BT customer service is staffed by the rudest, most confrontational halfwits) and I had to take out ANOTHER contract.Fast forward a MONTH, and after EIGHT missed appointments by BT to re connect me, finally Internet is restored. A poor attempt at an apology later and........now they have the nerve to charge me £50 for failing to return equipmentAvoid. At all costs. These are no better than con artists. I'll be moving to Sky shortly.",S Parker ,2021,10,14,1,0.15,0.037,Negative
