,Title,Link,Description,Day,Month,Year,Hour,Creator,Topic
57,Dodgy phishing scam; 10.15 (Sunday Sep. 6)...,https://community.bt.com/t5/Announcements-Guides-Community/Dodgy-phishing-scam-10-15-Sunday-Sep-6/m-p/2091881#M2954,"Just received what appeared to be a dodgy phishing scam, whilst I was grinning (once again) not only at President Trump's actions...but at the unwavering support shown by the fearful English-speaking Western world, be they from Manchester, New Hampshire, or Manchester, England, on MailOnline...where else. Was scarily reading how he'd give the Houses of Parliament a run for their money when suddenly out of the blue, a dodgy link popped up   I signed off, switched off my computer, and restarted...but was pestered once ag   Is it those bloody Russians? ",06,Sep,2020,11,vexdup_424,Announcements
58,Scam Alert! BT billing phishing attempt,https://community.bt.com/t5/Announcements-Guides-Community/Scam-Alert-BT-billing-phishing-attempt/m-p/2090446#M2947,Hi Every   We have received reports of a new phishing email scam in which bad actors try to entice BT customers to click a link related to your BT bill. &amp n ,02,Sep,2020,11,SeanD,Announcements
59,Scam Alert! Fake Voicemail scam,https://community.bt.com/t5/Announcements-Guides-Community/Scam-Alert-Fake-Voicemail-scam/m-p/2084187#M2927,Good aftern   We have seen reports about a Phishing email in which scammers alert you to a voicemail message that has apparently been left by BT. &amp n ,18,Aug,2020,12,SeanD,Announcements
60,External BT line,https://community.bt.com/t5/Announcements-Guides-Community/External-BT-line/m-p/2082691#M2922,"Hi, I am renovating a new house and have found a BT external yellow cable that needs to either be removed or diverted, who can help me please, no option on the phone system so need some advise please ",14,Aug,2020,14,Cookie19,Announcements
61,Are the board of directors capable of doing their job,https://community.bt.com/t5/Announcements-Guides-Community/Are-the-board-of-directors-capable-of-doing-their-job/m-p/2082577#M2920,"shares have lost value, landline not working, internet connection in and out, what is happening to BT ",14,Aug,2020,11,Disgruntlrd,Announcements
62,Scam awareness! Spot phishing and spam email,https://community.bt.com/t5/Announcements-Guides-Community/Scam-awareness-Spot-phishing-and-spam-email/m-p/2082159#M2916,"LI-VIDEO vid=""https:  www.youtube.com watch?v=PnJJHaHmBJ0&amp amp feature=youtu.be"" align=""center"" size=""large"" width=""600"" height=""338"" uploading=""false"" thumbnail=""https:  i.ytimg.com vi PnJJHaHmBJ0 hqdefault.jpg"" external=""url""    LI-VIDEO ",13,Aug,2020,11,SeanD,Announcements
63,Scam alert! Smishing attempts targeting BT customers,https://community.bt.com/t5/Announcements-Guides-Community/Scam-alert-Smishing-attempts-targeting-BT-customers/m-p/2082158#M2915,"Hi Every   We have seen reports of a new   A href=""https:  community.bt.com t5 Announcements-Guides-Community Be-aware-of-scams-What-to-look-out-for-and-how-to-spot-a-scam td-p 1979456"" target=""_self"" Smishing   A  (Phishing by SMS) whereby BT customers are being targe ",13,Aug,2020,11,SeanD,Announcements
64,Scam Alert! Zoom video conferencing platform fake text message,https://community.bt.com/t5/Announcements-Guides-Community/Scam-Alert-Zoom-video-conferencing-platform-fake-text-message/m-p/2079868#M2902,"Hi every   We have been alerted to a new SMS scam in which the bad actors are sending out SMS messages claiming that they are from Zoom, the video conferencing platform.  The text message claims that you have a voicemail on the platform and to listen to the message you must dial a premium rate telephone num ",07,Aug,2020,07,SeanD,Announcements
65,Scam Alert! PayPal phishing attempt,https://community.bt.com/t5/Announcements-Guides-Community/Scam-Alert-PayPal-phishing-attempt/m-p/2079191#M2895,"Hi every     STRONG   U Action Fraud is warning the public about phishing emails, sent out by criminals, claiming to be from PayPal.   U    STRONG ",05,Aug,2020,14,SeanD,Announcements
66,Scam Alert! Phishing email about new terms of service,https://community.bt.com/t5/Announcements-Guides-Community/Scam-Alert-Phishing-email-about-new-terms-of-service/m-p/2079183#M2894,"Hi every   Another phishing email is currently circulating.  The email looks like it is coming from BT and the email goes on to claim that the UK will soon be leaving the EU and as such BT will be creating new terms of service.  It claims that you will no longer be covered by General data protection regulations(GDPR) and requests that you update your info by clicking on 'Update', failure to do so will result in a reduction in your broadband sp ",05,Aug,2020,14,SeanD,Announcements
67,Engineers,https://community.bt.com/t5/Announcements-Guides-Community/Engineers/m-p/2077790#M2891,Hi where can I get an update about my Engineer appointment please? ,01,Aug,2020,11,kenchi,Announcements
68,Does anyone know how to get an actual response from a member of the Business Complaints Team?,https://community.bt.com/t5/Announcements-Guides-Community/Does-anyone-know-how-to-get-an-actual-response-from-a-member-of/m-p/2077455#M2889,"I have been dealing with Amanda and Pauline in BT local business North Scotland since March 31st. I would like to reduce my BT lines due to a significant business downsizing.                     Having had no luck in pursuing this with them I completed the online complaints form on May 26th and received an auto response to my inbox with the Reference:200526-****.                   Pauline then picked this up again (I had been emailing at the same time) and gave me reference number IMP-******.                   I have since been told by Pauline BT you will not allow me to downsize my service with unless I pay the full termination fee.  Incidentally, the termination fee is the balance of the account - so the 'support' they're offering is that I can pay my bills in advance.            To be clear, I am not looking to terminate completely, I simply want to downsize due to a reduction in staff and offices.                    ""Good afternoon Nicola, as agreed in our recent discussion I raised an issue to BT regarding the concerns you raised and I now have an update for you.                   -          Termination charges for cancellation of licences under Cloud Voice – 5 licences purchased via 5 year term contract effective from July 2018 until July 2023.  Under the terms of this contract, the cancellation of any licences within the term of the contract would be liable to termination charges (£33.52 for removal of 1 license and £145.68 for removal of each subsequent license)""                   I am extremely disappointed with this response. I refer you to this page on the BT website, in particular the first line and final sentence:        A href=""https:  www.bt.com about coronavirus our-customers"" target=""_blank"" rel=""noopener"" www.bt.com about coronavirus our-customers   A               ""We recognise that it’s an extremely difficult and worrying time for small businesses in particular and we’re working hard to find ways in which to support them. While the Government’s initiatives will offer some relief, we are looking to add further support by giving customers in financial difficulty the flexibility to temporarily change the nature of their business with us.                   If a small business customer is worried about paying their bill, they can contact our customer service team to discuss their options, and we will try and be as flexible as we can.                   In addition... ""         If there are any potential variations to the capacity and service you might need in the coming weeks, please do let us know about these as soon as you can, via your account or service teams."" ",31,Jul,2020,14,MissNickiM,Announcements
69,Scam phone call and and then email,https://community.bt.com/t5/Announcements-Guides-Community/Scam-phone-call-and-and-then-email/m-p/2076392#M2878,"Not sure if this is best board - first time poster.      Today received what was obviously a scam call to my BT landline. Rather than swear at them or simply put the phone down, I decided to string them along.      The assertion was that  they were from BT and that  ""mutliple users"" were using my broadband. The first question was how many blue lights have I on my router. I said 3, but they did not question that or deviate from script.      The next request was for me to log on - I was already logged in anyway.       THE WORRYING THING - they said they would send me an email, and even quoted the first couple of characters of my email address and my provider - which is not BT. Sure enough an email arrived asking me to quote a 4 digit number to them. At this point I, politely, told them to go away.       I did report the number to BT as a scam call. But I was surprised not to find a specific number or option to speak to someone in BT.  I did ring the normal help line but hung up after 5 minutes of waiting..      However it is somewhat concerning that they have linked my phone number and email....      Anyone else had this ?? ",28,Jul,2020,17,ukbakkes,Announcements
70,Keep your children safe online this summer,https://community.bt.com/t5/Announcements-Guides-Community/Keep-your-children-safe-online-this-summer/m-p/2071372#M2876,"&amp n   This summer is like none we have had before. With families still juggling childcare and work, we know that parents and carers will rely on and worry about their kid’s use of t ",17,Jul,2020,11,SeanD,Announcements
71,Scam Alert: BT Billing phishing email,https://community.bt.com/t5/Announcements-Guides-Community/Scam-Alert-BT-Billing-phishing-email/m-p/2076147#M2875,Hi Every   We have seen a new scam whereby the scammers are targeting BT customers and attempting to get you to click on a dubious link.  The email states that your latest bill is ready to view and it gives you a link to click on to view your bill.  This link does not take you to your MyBT account so don't click on ,28,Jul,2020,10,SeanD,Announcements
